Sl/No,Date,Time,AQI_PM10,AQI_PM2_5,Battery_Percentage,CO2_ppm,CO_ppb,Humidity_Percent,NO2_ppb,O3_ppb,Overall_AQI,PM10_ugm3,PM2_5_ugm3,Rain_Detected,SO2_ppb,Temperature_C
445,2025-02-18,14:52:44,43,75,100,240.88193,307.16788,58,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,31.6
446,2025-02-18,14:53:21,43,75,100,240.88193,307.16788,57,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,31.7
447,2025-02-18,14:53:57,44,76,100,244.21667,312.70889,56,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,31.7
448,2025-02-18,14:54:32,44,75,100,243.25439,311.1076,56,2.87176,4.78627,75,47.86271,23.93136,No,7.17941,31.8
449,2025-02-18,14:55:08,44,76,100,244.21667,312.70889,56,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,31.8
450,2025-02-18,14:57:00,44,76,100,245.67462,315.13855,55,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,31.9
451,2025-02-18,14:57:39,44,76,100,245.67462,315.13855,56,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,31.9
452,2025-02-18,14:58:17,44,76,100,245.67462,315.13855,55,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,32
453,2025-02-18,14:58:53,45,76,100,246.65643,316.77719,56,2.9241,4.8735,76,48.73495,24.36748,No,7.31024,32
454,2025-02-19,11:20:35,31,61,100,187.43721,221.66994,58,2.04618,3.41031,61,34.10307,17.05153,No,5.11546,30.6
455,2025-02-19,11:21:12,32,62,100,190.34248,226.14809,58,2.08752,3.4792,62,34.79202,17.39601,No,5.2188,30.6
456,2025-02-19,11:21:48,32,62,100,192.12778,228.91013,58,2.11302,3.52169,62,35.21695,17.60847,No,5.28254,30.6
457,2025-02-19,11:22:23,32,62,100,190.93401,227.06238,57,2.09596,3.49327,62,34.93267,17.46634,No,5.2399,30.6
458,2025-02-19,11:22:59,33,63,100,194.86737,233.16356,57,2.15228,3.58713,63,35.87132,17.93566,No,5.3807,30.6
459,2025-02-19,11:23:34,33,63,100,195.79749,234.61176,57,2.16565,3.60941,63,36.09412,18.04706,No,5.41412,30.7
460,2025-02-19,11:24:10,33,63,100,195.4865,234.12732,57,2.16118,3.60196,63,36.01959,18.00979,No,5.40294,30.7
461,2025-02-19,11:24:45,33,63,100,195.79749,234.61176,57,2.16565,3.60941,63,36.09412,18.04706,No,5.41412,30.7
462,2025-02-19,11:25:21,33,63,100,196.10945,235.09795,57,2.17014,3.61689,63,36.16891,18.08446,No,5.42534,30.7
463,2025-02-19,11:25:56,33,63,100,197.05116,236.56699,57,2.1837,3.63949,63,36.39492,18.19746,No,5.45924,30.7
464,2025-02-19,11:26:31,33,63,100,196.73628,236.07555,57,2.17916,3.63193,63,36.31932,18.15966,No,5.4479,30.8
465,2025-02-19,11:27:06,34,64,100,199.92993,241.07083,57,2.22527,3.70878,64,37.08782,18.54391,No,5.56317,30.8
466,2025-02-19,11:27:43,34,64,100,198.64041,239.05095,57,2.20662,3.67771,64,36.77707,18.38853,No,5.51656,30.8
467,2025-02-19,11:28:18,35,65,100,203.8985,247.31165,57,2.28288,3.80479,65,38.04795,19.02397,No,5.70719,30.8
468,2025-02-19,11:28:53,34,64,100,200.25487,241.58043,57,2.22997,3.71662,64,37.16622,18.58311,No,5.57493,30.8
469,2025-02-19,11:29:28,35,65,100,204.575,248.37914,57,2.29273,3.82122,65,38.21218,19.10609,No,5.73183,30.8
470,2025-02-19,11:30:04,35,65,100,203.56192,246.78093,58,2.27798,3.79663,65,37.9663,18.98315,No,5.69494,30.8
471,2025-02-19,11:30:40,35,65,100,205.25586,249.45462,58,2.30266,3.83776,65,38.37764,19.18882,No,5.75665,30.8
472,2025-02-19,11:31:15,35,66,100,205.94121,250.53822,58,2.31266,3.85443,66,38.54435,19.27217,No,5.78165,30.8
473,2025-02-19,11:31:50,35,66,100,206.28558,251.08313,58,2.31769,3.86282,66,38.62818,19.31409,No,5.79423,30.8
474,2025-02-19,11:32:26,35,66,100,206.28558,251.08313,58,2.31769,3.86282,66,38.62818,19.31409,No,5.79423,30.8
475,2025-02-19,11:33:01,35,66,100,206.28558,251.08313,58,2.31769,3.86282,66,38.62818,19.31409,No,5.79423,30.9
476,2025-02-19,11:33:37,37,67,100,212.31816,260.67267,58,2.40621,4.01035,67,40.10349,20.05174,No,6.01552,30.9
477,2025-02-19,11:34:13,36,66,100,208.02454,253.8389,58,2.34313,3.90521,66,39.05214,19.52607,No,5.85782,30.9
478,2025-02-19,11:34:48,36,66,100,207.3255,252.73029,58,2.3329,3.88816,66,38.88158,19.44079,No,5.83224,30.9
479,2025-02-19,11:35:23,38,69,100,217.93791,269.67987,58,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,30.8
480,2025-02-19,11:35:59,37,68,100,213.78853,263.02249,58,2.4279,4.0465,68,40.465,20.2325,No,6.06975,30.8
481,2025-02-19,11:36:34,37,68,100,214.53127,264.21133,58,2.43887,4.06479,68,40.6479,20.32395,No,6.09718,30.8
482,2025-02-19,11:37:11,38,68,100,217.17166,268.4476,58,2.47798,4.12996,68,41.29963,20.64982,No,6.19494,30.8
483,2025-02-19,11:37:46,37,68,100,215.65503,266.01239,58,2.4555,4.0925,68,40.92498,20.46249,No,6.13875,30.9
484,2025-02-19,11:38:21,38,68,100,216.79051,267.83511,57,2.47232,4.12054,68,41.2054,20.6027,No,6.18081,30.9
485,2025-02-19,11:38:56,37,68,100,215.27914,265.40964,57,2.44994,4.08323,68,40.83226,20.41613,No,6.12484,30.9
486,2025-02-19,11:39:31,37,68,100,215.27914,265.40964,57,2.44994,4.08323,68,40.83226,20.41613,No,6.12484,30.9
487,2025-02-19,11:40:07,38,69,100,217.93791,269.67987,58,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,30.9
488,2025-02-19,11:40:43,37,68,100,215.65503,266.01239,58,2.4555,4.0925,68,40.92498,20.46249,No,6.13875,30.9
489,2025-02-19,11:41:18,38,69,100,217.93791,269.67987,58,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,30.9
490,2025-02-19,11:41:53,38,69,100,220.26929,273.43719,58,2.52404,4.20673,69,42.06726,21.03363,No,6.31009,30.9
491,2025-02-19,11:42:29,39,70,100,221.85127,275.99359,58,2.54763,4.24605,70,42.46055,21.23028,No,6.36908,30.9
492,2025-02-19,11:43:04,39,70,100,221.45366,275.35059,58,2.5417,4.23616,70,42.36163,21.18081,No,6.35424,30.9
493,2025-02-19,11:43:40,39,70,100,223.45605,278.59244,58,2.57162,4.28604,70,42.86037,21.43019,No,6.42906,30.9
494,2025-02-19,11:44:15,39,70,100,224.26717,279.90808,58,2.58377,4.30628,70,43.06279,21.53139,No,6.45942,30.8
495,2025-02-19,11:44:51,39,69,100,220.66267,274.07236,58,2.5299,4.2165,69,42.16498,21.08249,No,6.32475,30.8
496,2025-02-19,11:45:26,39,70,100,224.67491,280.57004,58,2.58988,4.31646,70,43.16462,21.58231,No,6.47469,30.8
497,2025-02-19,11:46:01,40,71,100,227.15291,284.60052,58,2.62708,4.37847,71,43.78469,21.89235,No,6.5677,30.8
498,2025-02-19,11:46:37,40,71,100,225.49489,281.90225,58,2.60217,4.33696,71,43.36958,21.68479,No,6.50544,30.8
499,2025-02-19,11:47:13,40,71,100,227.15291,284.60052,58,2.62708,4.37847,71,43.78469,21.89235,No,6.5677,30.8
500,2025-02-19,11:47:48,39,70,100,224.67491,280.57004,58,2.58988,4.31646,70,43.16462,21.58231,No,6.47469,30.8
501,2025-02-19,11:48:23,41,72,100,229.26004,288.03821,58,2.65881,4.43136,72,44.31357,22.15678,No,6.64704,30.8
502,2025-02-19,11:48:58,40,71,100,227.57124,285.28226,58,2.63337,4.38896,71,43.88958,21.94479,No,6.58344,30.8
503,2025-02-19,11:49:34,40,71,100,227.15291,284.60052,58,2.62708,4.37847,71,43.78469,21.89235,No,6.5677,30.8
504,2025-02-19,11:50:10,41,72,100,229.68617,288.73459,58,2.66524,4.44207,72,44.4207,22.21035,No,6.66311,30.8
505,2025-02-19,11:50:46,41,72,100,229.26004,288.03821,58,2.65881,4.43136,72,44.31357,22.15678,No,6.64704,30.8
506,2025-02-19,11:51:22,39,70,100,224.67491,280.57004,58,2.58988,4.31646,70,43.16462,21.58231,No,6.47469,30.8
507,2025-02-19,11:51:58,41,72,100,230.54321,290.13629,58,2.67818,4.46363,72,44.63635,22.31818,No,6.69545,30.8
508,2025-02-19,11:52:33,40,72,100,228.83548,287.34479,58,2.65241,4.42069,72,44.20689,22.10345,No,6.63103,30.8
509,2025-02-19,11:53:10,41,72,100,231.40671,291.55017,58,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,30.8
510,2025-02-19,11:53:45,41,72,100,230.97412,290.84167,58,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,30.8
511,2025-02-19,11:54:20,40,71,100,227.99109,285.96683,58,2.63969,4.39949,71,43.9949,21.99745,No,6.59923,30.8
512,2025-02-19,11:54:55,41,72,100,230.11389,289.43393,59,2.6717,4.45283,72,44.5283,22.26415,No,6.67924,30.8
513,2025-02-19,11:55:31,41,72,100,230.97412,290.84167,59,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,30.8
514,2025-02-19,11:56:06,41,72,100,230.97412,290.84167,59,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,30.8
515,2025-02-19,11:56:42,41,72,100,230.97412,290.84167,59,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,30.8
516,2025-02-19,11:57:17,41,72,100,231.40671,291.55017,59,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,30.8
517,2025-02-19,11:57:54,41,72,100,229.68617,288.73459,59,2.66524,4.44207,72,44.4207,22.21035,No,6.66311,30.8
518,2025-02-19,11:58:30,41,72,100,230.54321,290.13629,59,2.67818,4.46363,72,44.63635,22.31818,No,6.69545,30.8
519,2025-02-19,11:59:05,42,73,100,233.59406,295.13873,58,2.72436,4.5406,73,45.40596,22.70298,No,6.81089,30.8
520,2025-02-19,11:59:41,42,74,100,237.63786,301.79962,59,2.78584,4.64307,74,46.43071,23.21536,No,6.96461,30.7
521,2025-02-19,12:00:16,42,73,100,235.37407,298.06653,59,2.75138,4.58564,73,45.85639,22.92819,No,6.87846,30.7
522,2025-02-19,12:00:52,41,73,100,232.71413,293.69394,59,2.71102,4.51837,73,45.18368,22.59184,No,6.77755,30.7
523,2025-02-19,12:01:27,41,72,100,232.27667,292.9762,59,2.7044,4.50733,72,45.07327,22.53663,No,6.76099,30.7
524,2025-02-19,12:02:02,42,73,100,235.82335,298.80655,59,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,30.7
525,2025-02-19,12:02:37,42,73,100,233.59406,295.13873,59,2.72436,4.5406,73,45.40596,22.70298,No,6.81089,30.8
526,2025-02-19,12:03:14,42,73,100,234.92651,297.32974,59,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,30.8
527,2025-02-19,12:03:49,42,73,100,234.0365,295.86588,59,2.73107,4.55178,73,45.51783,22.75891,No,6.82767,30.8
528,2025-02-19,12:04:24,42,73,100,235.37407,298.06653,59,2.75138,4.58564,73,45.85639,22.92819,No,6.87846,30.8
529,2025-02-19,12:04:59,42,73,100,234.92651,297.32974,60,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,30.8
530,2025-02-19,12:05:35,42,73,100,235.82335,298.80655,60,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,30.8
531,2025-02-19,12:06:11,42,73,100,235.37407,298.06653,60,2.75138,4.58564,73,45.85639,22.92819,No,6.87846,30.8
532,2025-02-19,12:06:46,41,72,100,231.40671,291.55017,60,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,30.8
533,2025-02-19,12:07:21,41,72,100,231.84087,292.26166,60,2.6978,4.49633,72,44.96333,22.48166,No,6.7445,30.9
534,2025-02-19,12:07:57,43,74,100,238.0959,302.55624,60,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,30.9
535,2025-02-19,12:08:32,42,73,100,235.82335,298.80655,60,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,30.9
536,2025-02-19,12:09:07,42,73,100,234.92651,297.32974,60,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,30.9
537,2025-02-19,12:09:43,43,74,100,238.55571,303.31625,60,2.79984,4.6664,74,46.66404,23.33202,No,6.99961,30.9
538,2025-02-19,12:10:19,43,74,100,238.0959,302.55624,60,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,30.9
539,2025-02-19,12:10:54,43,74,100,239.94595,305.61679,61,2.82108,4.7018,74,47.01797,23.50899,No,7.05269,30.9
540,2025-02-19,12:11:29,43,74,100,238.0959,302.55624,61,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,30.9
541,2025-02-19,12:12:04,43,74,100,238.55571,303.31625,61,2.79984,4.6664,74,46.66404,23.33202,No,6.99961,30.8
542,2025-02-19,12:12:41,43,74,100,238.0959,302.55624,61,2.79283,4.65471,74,46.54712,23.27356,No,6.98207,30.8
543,2025-02-19,12:13:16,44,76,100,245.18669,314.32492,61,2.90146,4.83577,76,48.35768,24.17884,No,7.25365,30.8
544,2025-02-19,12:13:51,42,74,100,237.63786,301.79962,61,2.78584,4.64307,74,46.43071,23.21536,No,6.96461,30.8
545,2025-02-19,12:14:26,43,74,100,239.0173,304.07965,61,2.80689,4.67815,74,46.78149,23.39074,No,7.01722,30.8
546,2025-02-19,16:04:36,44,76,100,245.67462,315.13855,60,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,31.3
547,2025-02-19,16:05:12,44,76,100,243.73456,311.9064,60,2.87914,4.79856,76,47.9856,23.9928,No,7.19784,31.4
548,2025-02-19,16:05:47,44,75,100,242.29976,309.52094,59,2.85712,4.76186,75,47.61861,23.8093,No,7.14279,31.4
549,2025-02-19,16:06:22,43,75,100,240.88193,307.16788,59,2.8354,4.72566,75,47.2566,23.6283,No,7.08849,31.5
550,2025-02-19,16:06:58,44,76,100,245.18669,314.32492,58,2.90146,4.83577,76,48.35768,24.17884,No,7.25365,31.5
551,2025-02-19,16:07:33,44,75,100,243.25439,311.1076,58,2.87176,4.78627,75,47.86271,23.93136,No,7.17941,31.6
552,2025-02-19,16:08:09,44,76,100,244.21667,312.70889,58,2.88654,4.81091,76,48.10906,24.05453,No,7.21636,31.6
553,2025-02-19,16:08:45,44,76,100,245.67462,315.13855,57,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,31.6
554,2025-02-19,16:09:20,44,76,100,245.67462,315.13855,57,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,31.7
555,2025-02-19,16:09:55,45,77,100,247.64622,318.43115,57,2.93936,4.89894,77,48.98941,24.4947,No,7.34841,31.7
556,2025-02-19,16:10:30,44,76,100,245.67462,315.13855,57,2.90897,4.84829,76,48.48286,24.24143,No,7.27243,31.7
557,2025-02-19,16:11:06,45,76,100,247.15033,317.60223,57,2.93171,4.88619,76,48.86189,24.43094,No,7.32928,31.8
558,2025-02-19,16:11:42,45,76,100,247.15033,317.60223,56,2.93171,4.88619,76,48.86189,24.43094,No,7.32928,31.8
559,2025-02-19,16:12:17,45,76,100,247.15033,317.60223,56,2.93171,4.88619,76,48.86189,24.43094,No,7.32928,31.8
560,2025-02-19,16:12:52,45,77,100,250.15633,322.63443,56,2.97816,4.96361,77,49.63607,24.81803,No,7.44541,31.9
561,2025-02-19,16:13:27,45,77,100,247.64622,318.43115,55,2.93936,4.89894,77,48.98941,24.4947,No,7.34841,31.9
562,2025-02-19,16:14:03,45,77,100,250.15633,322.63443,54,2.97816,4.96361,77,49.63607,24.81803,No,7.44541,31.9
563,2025-02-19,16:14:39,45,77,100,250.15633,322.63443,54,2.97816,4.96361,77,49.63607,24.81803,No,7.44541,31.9
564,2025-02-19,16:15:14,46,78,100,251.1749,324.34369,54,2.99394,4.9899,78,49.89903,24.94951,No,7.48485,32
565,2025-02-19,16:15:50,46,78,100,251.68735,325.20441,54,3.00189,5.00314,78,50.03145,25.01572,No,7.50472,32
566,2025-02-19,16:16:25,46,78,100,251.68735,325.20441,53,3.00189,5.00314,78,50.03145,25.01572,No,7.50472,32.1
567,2025-02-19,16:17:01,46,78,100,252.71867,326.93826,53,3.01789,5.02982,78,50.29819,25.1491,No,7.54473,32.1
568,2025-02-19,16:17:36,46,78,100,252.71867,326.93826,53,3.01789,5.02982,78,50.29819,25.1491,No,7.54473,32.1
569,2025-02-19,16:18:12,47,79,100,254.80731,330.45618,53,3.05036,5.08394,79,50.83941,25.41971,No,7.62591,32.1
570,2025-02-19,16:18:48,46,78,100,254.28185,329.57031,53,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.2
571,2025-02-19,16:19:23,46,78,100,253.75861,328.68875,53,3.03405,5.05675,78,50.5675,25.28375,No,7.58512,32.2
572,2025-02-19,16:19:58,46,78,100,253.75861,328.68875,53,3.03405,5.05675,78,50.5675,25.28375,No,7.58512,32.2
573,2025-02-19,16:20:33,46,78,100,254.28185,329.57031,53,3.04219,5.07031,78,50.70312,25.35156,No,7.60547,32.3
574,2025-02-19,16:21:09,47,79,100,255.33499,331.34631,53,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.3
575,2025-02-19,16:21:45,47,79,100,255.33499,331.34631,52,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.3
576,2025-02-19,16:22:20,47,79,100,256.93143,334.04272,52,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,32.4
577,2025-02-19,16:22:55,47,79,100,255.33499,331.34631,53,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.4
578,2025-02-19,16:23:30,46,78,100,253.23755,327.8114,52,3.02595,5.04325,78,50.43252,25.21626,No,7.56488,32.4
579,2025-02-19,16:24:06,47,79,100,255.33499,331.34631,52,3.05858,5.09764,79,50.97636,25.48818,No,7.64645,32.4
580,2025-02-19,16:24:42,47,79,100,255.86488,332.24072,52,3.06684,5.1114,79,51.11396,25.55698,No,7.66709,32.5
581,2025-02-19,16:25:18,47,79,100,257.46811,334.95029,51,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.5
582,2025-02-19,16:25:53,47,79,100,258.00711,335.8624,51,3.10027,5.16711,79,51.67114,25.83557,No,7.75067,32.5
583,2025-02-19,16:26:28,47,79,100,256.93143,334.04272,51,3.08347,5.13912,79,51.39119,25.69559,No,7.70868,32.5
584,2025-02-19,16:27:03,47,80,100,258.5484,336.7789,50,3.10873,5.18121,80,51.81214,25.90607,No,7.77182,32.5
585,2025-02-19,16:27:39,47,79,100,257.46811,334.95029,50,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.5
586,2025-02-19,16:28:15,47,79,100,257.46811,334.95029,50,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.5
587,2025-02-19,16:28:52,47,79,100,257.46811,334.95029,51,3.09185,5.15308,79,51.53082,25.76541,No,7.72962,32.6
588,2025-02-19,16:29:27,48,80,100,259.09201,337.69995,51,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,32.6
589,2025-02-19,16:30:02,48,80,100,259.63794,338.62555,50,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,32.6
590,2025-02-19,16:30:38,48,80,100,260.73694,340.49054,51,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.6
591,2025-02-19,16:31:16,48,80,100,259.09201,337.69995,51,3.11723,5.19538,80,51.95384,25.97692,No,7.79308,32.6
592,2025-02-19,16:31:51,48,80,100,261.84546,342.37408,50,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.6
593,2025-02-19,16:32:26,48,80,100,260.73694,340.49054,50,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.6
594,2025-02-19,16:33:02,48,80,100,261.28998,341.42996,50,3.15166,5.25277,80,52.52769,26.26384,No,7.87915,32.7
595,2025-02-19,16:33:37,48,80,100,261.28998,341.42996,50,3.15166,5.25277,80,52.52769,26.26384,No,7.87915,32.7
596,2025-02-19,16:34:13,48,81,100,262.40335,343.32294,50,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.7
597,2025-02-19,16:34:48,48,80,100,259.63794,338.62555,50,3.12577,5.20962,80,52.09624,26.04812,No,7.81444,32.7
598,2025-02-19,16:35:24,48,80,100,261.84546,342.37408,51,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.7
599,2025-02-19,16:35:59,48,80,100,260.73694,340.49054,50,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.7
600,2025-02-19,16:36:34,48,80,100,260.73694,340.49054,50,3.14299,5.23832,80,52.38316,26.19158,No,7.85747,32.7
601,2025-02-19,16:37:09,48,80,100,261.28998,341.42996,50,3.15166,5.25277,80,52.52769,26.26384,No,7.87915,32.7
602,2025-02-19,16:37:46,48,80,100,261.84546,342.37408,49,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.8
603,2025-02-19,16:38:21,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
604,2025-02-19,16:38:57,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
605,2025-02-19,16:39:32,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
606,2025-02-19,16:40:07,48,80,100,261.84546,342.37408,49,3.16038,5.26729,80,52.67294,26.33647,No,7.90094,32.8
607,2025-02-19,16:40:44,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
608,2025-02-19,16:41:19,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
609,2025-02-19,16:41:54,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
610,2025-02-19,16:42:29,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
611,2025-02-19,16:43:05,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
612,2025-02-19,16:43:40,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
613,2025-02-19,16:44:16,49,81,100,262.96368,344.27658,49,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.8
614,2025-02-19,16:44:51,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
615,2025-02-19,16:45:27,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.9
616,2025-02-19,16:46:02,49,81,100,262.96368,344.27658,49,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.9
617,2025-02-19,16:46:37,48,81,100,262.40335,343.32294,48,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
618,2025-02-19,16:47:16,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
619,2025-02-19,16:47:51,48,81,100,262.40335,343.32294,49,3.16913,5.28189,81,52.81892,26.40946,No,7.92284,32.8
620,2025-02-19,16:48:26,49,81,100,265.22971,348.13925,49,3.21359,5.35599,81,53.55989,26.77994,No,8.03398,32.9
621,2025-02-19,16:49:01,49,82,100,265.80249,349.11722,49,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,32.8
622,2025-02-19,16:49:37,49,81,100,262.96368,344.27658,49,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.9
623,2025-02-19,16:50:13,49,81,100,265.22971,348.13925,48,3.21359,5.35599,81,53.55989,26.77994,No,8.03398,32.9
624,2025-02-19,16:50:48,49,81,100,262.96368,344.27658,49,3.17794,5.29656,81,52.96563,26.48281,No,7.94484,32.9
625,2025-02-19,16:51:24,49,82,100,265.80249,349.11722,48,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,32.9
626,2025-02-19,16:51:59,49,81,100,263.52649,345.23499,48,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,32.9
627,2025-02-19,16:52:34,49,81,100,265.22971,348.13925,48,3.21359,5.35599,81,53.55989,26.77994,No,8.03398,32.9
628,2025-02-19,16:53:10,49,82,100,265.80249,349.11722,49,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,32.9
629,2025-02-19,16:53:46,49,81,100,264.65945,347.16623,49,3.20461,5.34102,81,53.41019,26.7051,No,8.01153,32.9
630,2025-02-19,16:54:21,49,81,100,264.09174,346.19821,48,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,32.9
631,2025-02-19,16:54:56,49,81,100,264.65945,347.16623,49,3.20461,5.34102,81,53.41019,26.7051,No,8.01153,32.9
632,2025-02-19,16:55:32,49,81,100,264.09174,346.19821,48,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,32.9
633,2025-02-19,16:56:09,49,81,100,263.52649,345.23499,49,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,32.9
634,2025-02-19,16:56:45,49,81,100,264.09174,346.19821,48,3.19568,5.32613,81,53.26126,26.63063,No,7.98919,32.9
635,2025-02-19,16:57:21,49,81,100,263.52649,345.23499,49,3.18678,5.31131,81,53.11308,26.55654,No,7.96696,32.9
636,2025-02-19,16:57:56,49,82,100,266.37781,350.1001,48,3.23169,5.38616,82,53.86155,26.93078,No,8.07923,32.9
637,2025-02-19,16:58:31,49,82,100,265.80249,349.11722,48,3.22262,5.37103,82,53.71034,26.85517,No,8.05655,32.9
638,2025-02-20,17:20:30,35,66,100,206.28558,251.08313,63,2.31769,3.86282,66,38.62818,19.31409,No,5.79423,32.1
639,2025-02-20,17:21:07,35,65,100,203.8985,247.31165,63,2.28288,3.80479,65,38.04795,19.02397,No,5.70719,32.1
640,2025-02-20,17:21:42,34,64,100,201.56499,243.6376,63,2.24896,3.74827,64,37.48271,18.74135,No,5.62241,32.2
641,2025-02-20,17:22:17,34,64,100,200.90782,242.60522,63,2.23943,3.73239,64,37.32388,18.66194,No,5.59858,32.2
642,2025-02-20,17:22:53,34,64,100,200.58083,242.09187,63,2.23469,3.72449,64,37.2449,18.62245,No,5.58674,32.3
643,2025-02-20,17:23:28,34,64,100,199.60603,240.56313,62,2.22058,3.70097,64,37.00971,18.50486,No,5.55146,32.3
644,2025-02-20,17:24:05,34,64,100,198.64041,239.05095,63,2.20662,3.67771,64,36.77707,18.38853,No,5.51656,32.3
645,2025-02-20,17:24:40,33,64,100,198.00174,238.05202,62,2.1974,3.66234,64,36.62339,18.31169,No,5.49351,32.4
646,2025-02-20,17:25:15,34,64,100,198.96127,239.55316,62,2.21126,3.68543,64,36.85434,18.42717,No,5.52815,32.4
647,2025-02-20,17:25:51,34,64,100,198.96127,239.55316,62,2.21126,3.68543,64,36.85434,18.42717,No,5.52815,32.4
648,2025-02-20,17:26:26,34,64,100,200.58083,242.09187,61,2.23469,3.72449,64,37.2449,18.62245,No,5.58674,32.5
649,2025-02-20,17:27:01,34,64,100,200.90782,242.60522,61,2.23943,3.73239,64,37.32388,18.66194,No,5.59858,32.6
650,2025-02-21,11:53:19,31,60,100,185.73474,219.05544,65,2.02205,3.37008,60,33.70084,16.85042,No,5.05513,30.7
651,2025-02-21,11:53:56,28,58,100,174.10156,201.38499,65,1.85894,3.09823,58,30.98231,15.49115,No,4.64735,30.7
652,2025-02-21,11:54:31,28,57,100,171.89114,198.06665,65,1.82831,3.04718,57,30.47179,15.2359,No,4.57077,30.8
653,2025-02-21,11:55:06,28,57,100,170.92569,196.62126,65,1.81497,3.02494,57,30.24943,15.12471,No,4.53741,30.8
654,2025-02-21,11:55:41,28,57,100,170.92569,196.62126,65,1.81497,3.02494,57,30.24943,15.12471,No,4.53741,30.8
