Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Rain_Detected
111.0,2025-02-14,14:26:14,35.7,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
111.0,2025-02-14,14:26:14,35.7,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
111.0,2025-02-14,14:26:14,35.7,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
112.0,2025-02-14,14:26:16,35.7,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
112.0,2025-02-14,14:26:16,35.7,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
112.0,2025-02-14,14:26:16,35.7,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
113.0,2025-02-14,14:26:18,35.7,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
113.0,2025-02-14,14:26:18,35.7,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
113.0,2025-02-14,14:26:18,35.7,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
114.0,2025-02-14,14:26:20,35.6,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
114.0,2025-02-14,14:26:20,35.6,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
114.0,2025-02-14,14:26:20,35.6,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
115.0,2025-02-14,14:26:22,35.6,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
115.0,2025-02-14,14:26:22,35.6,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
115.0,2025-02-14,14:26:22,35.6,48.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
116.0,2025-02-14,14:26:25,35.6,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
116.0,2025-02-14,14:26:25,35.6,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
116.0,2025-02-14,14:26:25,35.6,48.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
117.0,2025-02-14,14:26:27,35.6,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
117.0,2025-02-14,14:26:27,35.6,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
117.0,2025-02-14,14:26:27,35.6,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
118.0,2025-02-14,14:26:29,35.6,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
118.0,2025-02-14,14:26:29,35.6,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
118.0,2025-02-14,14:26:29,35.6,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
119.0,2025-02-14,14:26:31,35.6,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
119.0,2025-02-14,14:26:31,35.6,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
119.0,2025-02-14,14:26:31,35.6,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
120.0,2025-02-14,14:26:33,35.6,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
120.0,2025-02-14,14:26:33,35.6,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
120.0,2025-02-14,14:26:33,35.6,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
121.0,2025-02-14,14:26:35,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
121.0,2025-02-14,14:26:35,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
121.0,2025-02-14,14:26:35,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
122.0,2025-02-14,14:26:37,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
122.0,2025-02-14,14:26:37,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
122.0,2025-02-14,14:26:37,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
123.0,2025-02-14,14:26:39,35.7,48.0,307.17,7.09,2.84,4.73,240.88,23.63,47.26,75.0,43.0,75.0,No
123.0,2025-02-14,14:26:39,35.7,48.0,307.17,7.09,2.84,4.73,240.88,23.63,47.26,75.0,43.0,75.0,No
123.0,2025-02-14,14:26:39,35.7,48.0,307.17,7.09,2.84,4.73,240.88,23.63,47.26,75.0,43.0,75.0,No
124.0,2025-02-14,14:26:41,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
124.0,2025-02-14,14:26:41,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
124.0,2025-02-14,14:26:41,35.7,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
125.0,2025-02-14,14:26:44,35.7,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
125.0,2025-02-14,14:26:44,35.7,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
125.0,2025-02-14,14:26:44,35.7,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
126.0,2025-02-14,14:26:46,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
126.0,2025-02-14,14:26:46,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
126.0,2025-02-14,14:26:46,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
127.0,2025-02-14,14:26:48,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
127.0,2025-02-14,14:26:48,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
127.0,2025-02-14,14:26:48,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
128.0,2025-02-14,14:26:50,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
128.0,2025-02-14,14:26:50,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
128.0,2025-02-14,14:26:50,35.8,48.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
129.0,2025-02-14,14:26:52,35.8,48.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
129.0,2025-02-14,14:26:52,35.8,48.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
129.0,2025-02-14,14:26:52,35.8,48.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
130.0,2025-02-14,14:26:54,35.9,48.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
130.0,2025-02-14,14:26:54,35.9,48.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
130.0,2025-02-14,14:26:54,35.9,48.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
131.0,2025-02-14,14:26:56,35.9,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
131.0,2025-02-14,14:26:56,35.9,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
131.0,2025-02-14,14:26:56,35.9,48.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
132.0,2025-02-14,14:26:58,35.9,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
132.0,2025-02-14,14:26:58,35.9,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
132.0,2025-02-14,14:26:58,35.9,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
133.0,2025-02-14,14:27:00,35.9,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
133.0,2025-02-14,14:27:00,35.9,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
133.0,2025-02-14,14:27:00,35.9,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
134.0,2025-02-14,14:27:03,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
134.0,2025-02-14,14:27:03,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
134.0,2025-02-14,14:27:03,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
135.0,2025-02-14,14:27:05,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
135.0,2025-02-14,14:27:05,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
135.0,2025-02-14,14:27:05,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
136.0,2025-02-14,14:27:07,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
136.0,2025-02-14,14:27:07,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
136.0,2025-02-14,14:27:07,35.9,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
137.0,2025-02-14,14:27:09,35.8,49.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
137.0,2025-02-14,14:27:09,35.8,49.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
137.0,2025-02-14,14:27:09,35.8,49.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
138.0,2025-02-14,14:27:11,35.8,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
138.0,2025-02-14,14:27:11,35.8,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
138.0,2025-02-14,14:27:11,35.8,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
139.0,2025-02-14,14:27:13,35.7,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
139.0,2025-02-14,14:27:13,35.7,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
139.0,2025-02-14,14:27:13,35.7,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
140.0,2025-02-14,14:27:15,35.7,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
140.0,2025-02-14,14:27:15,35.7,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
140.0,2025-02-14,14:27:15,35.7,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
141.0,2025-02-14,14:27:17,35.6,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
141.0,2025-02-14,14:27:17,35.6,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
141.0,2025-02-14,14:27:17,35.6,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
142.0,2025-02-14,14:27:19,35.5,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
142.0,2025-02-14,14:27:19,35.5,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
142.0,2025-02-14,14:27:19,35.5,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
143.0,2025-02-14,14:27:21,35.4,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
143.0,2025-02-14,14:27:21,35.4,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
143.0,2025-02-14,14:27:21,35.4,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
144.0,2025-02-14,14:27:24,35.4,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
144.0,2025-02-14,14:27:24,35.4,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
144.0,2025-02-14,14:27:24,35.4,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
145.0,2025-02-14,14:27:26,35.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
145.0,2025-02-14,14:27:26,35.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
145.0,2025-02-14,14:27:26,35.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
146.0,2025-02-14,14:27:28,35.3,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
146.0,2025-02-14,14:27:28,35.3,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
146.0,2025-02-14,14:27:28,35.3,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
147.0,2025-02-14,14:27:30,35.2,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
147.0,2025-02-14,14:27:30,35.2,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
147.0,2025-02-14,14:27:30,35.2,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
148.0,2025-02-14,14:27:32,35.2,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
148.0,2025-02-14,14:27:32,35.2,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
148.0,2025-02-14,14:27:32,35.2,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
149.0,2025-02-14,14:27:34,35.2,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
149.0,2025-02-14,14:27:34,35.2,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
149.0,2025-02-14,14:27:34,35.2,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
150.0,2025-02-14,14:27:36,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
150.0,2025-02-14,14:27:36,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
150.0,2025-02-14,14:27:36,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
151.0,2025-02-14,14:27:38,35.1,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
151.0,2025-02-14,14:27:38,35.1,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
151.0,2025-02-14,14:27:38,35.1,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
152.0,2025-02-14,14:27:40,35.1,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
152.0,2025-02-14,14:27:40,35.1,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
152.0,2025-02-14,14:27:40,35.1,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
153.0,2025-02-14,14:27:42,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
153.0,2025-02-14,14:27:42,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
153.0,2025-02-14,14:27:42,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
154.0,2025-02-14,14:27:45,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
154.0,2025-02-14,14:27:45,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
154.0,2025-02-14,14:27:45,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
155.0,2025-02-14,14:27:47,35.0,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
155.0,2025-02-14,14:27:47,35.0,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
155.0,2025-02-14,14:27:47,35.0,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
156.0,2025-02-14,14:27:49,35.0,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
156.0,2025-02-14,14:27:49,35.0,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
156.0,2025-02-14,14:27:49,35.0,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
157.0,2025-02-14,14:27:51,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
157.0,2025-02-14,14:27:51,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
157.0,2025-02-14,14:27:51,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
158.0,2025-02-14,14:27:53,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
158.0,2025-02-14,14:27:53,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
158.0,2025-02-14,14:27:53,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
159.0,2025-02-14,14:27:55,35.0,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
159.0,2025-02-14,14:27:55,35.0,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
159.0,2025-02-14,14:27:55,35.0,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
160.0,2025-02-14,14:27:57,34.9,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
160.0,2025-02-14,14:27:57,34.9,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
160.0,2025-02-14,14:27:57,34.9,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
161.0,2025-02-14,14:27:59,34.9,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
161.0,2025-02-14,14:27:59,34.9,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
161.0,2025-02-14,14:27:59,34.9,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
162.0,2025-02-14,14:28:01,34.9,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
162.0,2025-02-14,14:28:01,34.9,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
162.0,2025-02-14,14:28:01,34.9,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
163.0,2025-02-14,14:28:04,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
163.0,2025-02-14,14:28:04,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
163.0,2025-02-14,14:28:04,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
164.0,2025-02-14,14:28:06,34.9,51.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
164.0,2025-02-14,14:28:06,34.9,51.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
164.0,2025-02-14,14:28:06,34.9,51.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
165.0,2025-02-14,14:28:08,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
165.0,2025-02-14,14:28:08,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
165.0,2025-02-14,14:28:08,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
166.0,2025-02-14,14:28:10,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
166.0,2025-02-14,14:28:10,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
166.0,2025-02-14,14:28:10,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
167.0,2025-02-14,14:28:12,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
167.0,2025-02-14,14:28:12,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
167.0,2025-02-14,14:28:12,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
168.0,2025-02-14,14:28:14,34.9,51.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
168.0,2025-02-14,14:28:14,34.9,51.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
168.0,2025-02-14,14:28:14,34.9,51.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
169.0,2025-02-14,14:28:16,35.0,51.0,308.73,7.12,2.85,4.75,241.83,23.75,47.5,75.0,43.0,75.0,No
169.0,2025-02-14,14:28:16,35.0,51.0,308.73,7.12,2.85,4.75,241.83,23.75,47.5,75.0,43.0,75.0,No
169.0,2025-02-14,14:28:16,35.0,51.0,308.73,7.12,2.85,4.75,241.83,23.75,47.5,75.0,43.0,75.0,No
170.0,2025-02-14,14:28:18,35.0,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
170.0,2025-02-14,14:28:18,35.0,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
170.0,2025-02-14,14:28:18,35.0,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
171.0,2025-02-14,14:28:20,35.0,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
171.0,2025-02-14,14:28:20,35.0,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
171.0,2025-02-14,14:28:20,35.0,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
1.0,2025-02-14,14:28:22,35.0,51.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
1.0,2025-02-14,14:28:22,35.0,51.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
1.0,2025-02-14,14:28:22,35.0,51.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
2.0,2025-02-14,14:28:25,35.0,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
2.0,2025-02-14,14:28:25,35.0,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
2.0,2025-02-14,14:28:25,35.0,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
3.0,2025-02-14,14:28:27,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
3.0,2025-02-14,14:28:27,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
3.0,2025-02-14,14:28:27,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
4.0,2025-02-14,14:28:29,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
4.0,2025-02-14,14:28:29,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
4.0,2025-02-14,14:28:29,35.1,50.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
5.0,2025-02-14,14:28:31,35.1,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
5.0,2025-02-14,14:28:31,35.1,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
5.0,2025-02-14,14:28:31,35.1,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
6.0,2025-02-14,14:28:33,35.1,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
6.0,2025-02-14,14:28:33,35.1,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
6.0,2025-02-14,14:28:33,35.1,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
7.0,2025-02-14,14:28:35,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
7.0,2025-02-14,14:28:35,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
7.0,2025-02-14,14:28:35,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
8.0,2025-02-14,14:28:37,35.1,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
8.0,2025-02-14,14:28:37,35.1,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
8.0,2025-02-14,14:28:37,35.1,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
